food_id,canonical_name_tr,canonical_name_en,food_slug,portion_id,size_class,grams,household_measure,image_path,image_prompt,consistency_note,nutrition_source,nutrition_source_id,image_source,image_license,attribution,generation_model,generation_seed,generation_date,visual_status,reviewer_notes,source_name,source_record_id,source_url,source_release,source_page_or_table,nutrition_source_url,retrieved_at,reviewed_by,reviewed_at,verification_status,transformation_notes
,"Makarna, haşlanmış","Pasta, boiled","makarna-haslanmis",,"regular","150.0","½ kupa veya 1 silme orta kepçe7 veya 4-5 yemek kaşığı veya 75 g","food-portions/makarna-haslanmis/makarna-haslanmis--regular--150g.webp","Photorealistic overhead food reference photograph of Pasta, boiled, representing the REGULAR controlled portion of 150 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Pasta, boiled are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 75 g / 150 g / 225 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Makarna / hazır erişte pişmiş",,,,,,,"missing","Plain boiled pasta only. Sauced pasta needs its own catalog record.","TÜBER 2022 Ek 2.1 — Standart porsiyon ölçüleri ve miktarları","Makarna / hazır erişte pişmiş","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.1.1 (s.262), Ek 2.1.3 (s.264), Ek 2.1.5 (s.266); Ek 2.3.1 (s.283-284)","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","2026-08-18T20:30:00Z",,,"needs_review","regular = published TÜBER standard portion (75 g) x 2.0. The multiplier is published by TÜBER Ek 2.1.5 footnote 4, which states that a home second-course serving of rice/bulgur/pasta equals 2 standard portions. | small = the published 1-standard-portion garnish weight (75 g), not a derived value. | large = APP-DERIVED from regular using portion policy portion-policy-v2 (category grain_cooked), rounded to 5 g steps. This is a product reference size, NOT a value published by TÜBER. | Composition is TÜBER Ek 2.3.1 per-portion values for ""Makarna / hazır erişte pişmiş"" (75 g) divided by the portion weight to reach per 100 g. TÜBER prints carbohydrate and fat as whole grams, so the per-100 g values inherit that precision limit."
,"Makarna, haşlanmış","Pasta, boiled","makarna-haslanmis",,"large","225.0",,"food-portions/makarna-haslanmis/makarna-haslanmis--large--225g.webp","Photorealistic overhead food reference photograph of Pasta, boiled, representing the LARGE controlled portion of 225 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Pasta, boiled are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 75 g / 150 g / 225 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Makarna / hazır erişte pişmiş",,,,,,,"missing","Plain boiled pasta only. Sauced pasta needs its own catalog record.","TÜBER 2022 Ek 2.1 — Standart porsiyon ölçüleri ve miktarları","Makarna / hazır erişte pişmiş","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.1.1 (s.262), Ek 2.1.3 (s.264), Ek 2.1.5 (s.266); Ek 2.3.1 (s.283-284)","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","2026-08-18T20:30:00Z",,,"needs_review","regular = published TÜBER standard portion (75 g) x 2.0. The multiplier is published by TÜBER Ek 2.1.5 footnote 4, which states that a home second-course serving of rice/bulgur/pasta equals 2 standard portions. | small = the published 1-standard-portion garnish weight (75 g), not a derived value. | large = APP-DERIVED from regular using portion policy portion-policy-v2 (category grain_cooked), rounded to 5 g steps. This is a product reference size, NOT a value published by TÜBER. | Composition is TÜBER Ek 2.3.1 per-portion values for ""Makarna / hazır erişte pişmiş"" (75 g) divided by the portion weight to reach per 100 g. TÜBER prints carbohydrate and fat as whole grams, so the per-100 g values inherit that precision limit."
,"Yoğurt, homojenize, tam yağlı","Yogurt, homogenized, full fat","yogurt-tam-yagli",,"small","150.0",,"food-portions/yogurt-tam-yagli/yogurt-tam-yagli--small--150g.webp","Photorealistic overhead food reference photograph of Yogurt, homogenized, full fat, representing the SMALL controlled portion of 150 grams. Served on the exact same matte white bowl used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire bowl visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Yogurt, homogenized, full fat are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white bowl and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The bowl diameter and depth are identical in all three renders; only the fill level changes. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 150 g / 240 g / 360 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","01.02.0015",,,,,,,"missing","Resolve the 200 mL / 240 g discrepancy with a dietitian before publishing. Do not convert mL to g by assuming a density.","TÜBER 2022 Ek 2.1 — Standart porsiyon ölçüleri ve miktarları","Yoğurt, tam yağlı","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.1.1 (s.262), Ek 2.1.3 (s.264), Ek 2.1.5 (s.266); Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-yogurt-homojenize-tam-yagli-sut-yagi---3-8-4","2026-08-18T20:30:00Z",,,"needs_review","small = APP-DERIVED from regular using portion policy portion-policy-v2 (category dairy_yogurt), rounded to 10 g steps. This is a product reference size, NOT a value published by TÜBER. | large = APP-DERIVED from regular using portion policy portion-policy-v2 (category dairy_yogurt), rounded to 10 g steps. This is a product reference size, NOT a value published by TÜBER. | Composition is the published TürKomp per-100 g record 01.02.0015; no scaling applied."
,"Yoğurt, homojenize, tam yağlı","Yogurt, homogenized, full fat","yogurt-tam-yagli",,"regular","240.0","1 küçük kase veya 200 mL","food-portions/yogurt-tam-yagli/yogurt-tam-yagli--regular--240g.webp","Photorealistic overhead food reference photograph of Yogurt, homogenized, full fat, representing the REGULAR controlled portion of 240 grams. Served on the exact same matte white bowl used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire bowl visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Yogurt, homogenized, full fat are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white bowl and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The bowl diameter and depth are identical in all three renders; only the fill level changes. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 150 g / 240 g / 360 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","01.02.0015",,,,,,,"missing","Resolve the 200 mL / 240 g discrepancy with a dietitian before publishing. Do not convert mL to g by assuming a density.","TÜBER 2022 Ek 2.1 — Standart porsiyon ölçüleri ve miktarları","Yoğurt, tam yağlı","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.1.1 (s.262), Ek 2.1.3 (s.264), Ek 2.1.5 (s.266); Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-yogurt-homojenize-tam-yagli-sut-yagi---3-8-4","2026-08-18T20:30:00Z",,,"needs_review","small = APP-DERIVED from regular using portion policy portion-policy-v2 (category dairy_yogurt), rounded to 10 g steps. This is a product reference size, NOT a value published by TÜBER. | large = APP-DERIVED from regular using portion policy portion-policy-v2 (category dairy_yogurt), rounded to 10 g steps. This is a product reference size, NOT a value published by TÜBER. | Composition is the published TürKomp per-100 g record 01.02.0015; no scaling applied."
,"Yoğurt, homojenize, tam yağlı","Yogurt, homogenized, full fat","yogurt-tam-yagli",,"large","360.0",,"food-portions/yogurt-tam-yagli/yogurt-tam-yagli--large--360g.webp","Photorealistic overhead food reference photograph of Yogurt, homogenized, full fat, representing the LARGE controlled portion of 360 grams. Served on the exact same matte white bowl used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire bowl visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Yogurt, homogenized, full fat are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white bowl and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The bowl diameter and depth are identical in all three renders; only the fill level changes. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 150 g / 240 g / 360 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","01.02.0015",,,,,,,"missing","Resolve the 200 mL / 240 g discrepancy with a dietitian before publishing. Do not convert mL to g by assuming a density.","TÜBER 2022 Ek 2.1 — Standart porsiyon ölçüleri ve miktarları","Yoğurt, tam yağlı","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.1.1 (s.262), Ek 2.1.3 (s.264), Ek 2.1.5 (s.266); Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-yogurt-homojenize-tam-yagli-sut-yagi---3-8-4","2026-08-18T20:30:00Z",,,"needs_review","small = APP-DERIVED from regular using portion policy portion-policy-v2 (category dairy_yogurt), rounded to 10 g steps. This is a product reference size, NOT a value published by TÜBER. | large = APP-DERIVED from regular using portion policy portion-policy-v2 (category dairy_yogurt), rounded to 10 g steps. This is a product reference size, NOT a value published by TÜBER. | Composition is the published TürKomp per-100 g record 01.02.0015; no scaling applied."
,,,"menemen",,"small",,,,,,,,,,,,,,"missing","Needs a weighed recipe study: standardised menemen recipe, ingredient weights from TürKomp (yumurta 02.01.0007, domates, biber, ayçiçek yağı), cooked yield measured, then reviewed by a dietitian and published as a recipe-derived record with its own provenance.",,,,,,,,,,"blocked",""
,,,"menemen",,"regular",,,,,,,,,,,,,,"missing","Needs a weighed recipe study: standardised menemen recipe, ingredient weights from TürKomp (yumurta 02.01.0007, domates, biber, ayçiçek yağı), cooked yield measured, then reviewed by a dietitian and published as a recipe-derived record with its own provenance.",,,,,,,,,,"blocked",""
,,,"menemen",,"large",,,,,,,,,,,,,,"missing","Needs a weighed recipe study: standardised menemen recipe, ingredient weights from TürKomp (yumurta 02.01.0007, domates, biber, ayçiçek yağı), cooked yield measured, then reviewed by a dietitian and published as a recipe-derived record with its own provenance.",,,,,,,,,,"blocked",""
,"Tavuk göğüs eti, pişmiş","Chicken breast, cooked","tavuk-gogsu-pismis",,"small","50.0",,"food-portions/tavuk-gogsu-pismis/tavuk-gogsu-pismis--small--50g.webp","Photorealistic overhead food reference photograph of Chicken breast, cooked, representing the SMALL controlled portion of 50 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Chicken breast, cooked are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 50 g / 80 g / 120 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Tavuk göğüs eti, pişmiş",,,,,,,"missing","Ek 2.1.3 ('1 orta boy baget veya 1 el ayası kadar et veya 80 g') and Ek 2.3.1 (80 g) agree on the portion weight. Cooking method (grilled/boiled) is unspecified by the source.","TÜBER 2022 Ek 2.1 — Standart porsiyon ölçüleri ve miktarları","Tavuk göğüs eti, pişmiş","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.1.1 (s.262), Ek 2.1.3 (s.264), Ek 2.1.5 (s.266); Ek 2.3.1 (s.283-284)","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","2026-08-18T20:30:00Z",,,"needs_review","small = APP-DERIVED from regular using portion policy portion-policy-v2 (category meat_cooked), rounded to 5 g steps. This is a product reference size, NOT a value published by TÜBER. | large = APP-DERIVED from regular using portion policy portion-policy-v2 (category meat_cooked), rounded to 5 g steps. This is a product reference size, NOT a value published by TÜBER. | Composition is TÜBER Ek 2.3.1 per-portion values for ""Tavuk göğüs eti, pişmiş"" (80 g) divided by the portion weight to reach per 100 g. TÜBER prints carbohydrate and fat as whole grams, so the per-100 g values inherit that precision limit."
,"Tavuk göğüs eti, pişmiş","Chicken breast, cooked","tavuk-gogsu-pismis",,"regular","80.0","1 orta boy baget veya 1 el ayası kadar et veya 80 g","food-portions/tavuk-gogsu-pismis/tavuk-gogsu-pismis--regular--80g.webp","Photorealistic overhead food reference photograph of Chicken breast, cooked, representing the REGULAR controlled portion of 80 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Chicken breast, cooked are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 50 g / 80 g / 120 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Tavuk göğüs eti, pişmiş",,,,,,,"missing","Ek 2.1.3 ('1 orta boy baget veya 1 el ayası kadar et veya 80 g') and Ek 2.3.1 (80 g) agree on the portion weight. Cooking method (grilled/boiled) is unspecified by the source.","TÜBER 2022 Ek 2.1 — Standart porsiyon ölçüleri ve miktarları","Tavuk göğüs eti, pişmiş","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.1.1 (s.262), Ek 2.1.3 (s.264), Ek 2.1.5 (s.266); Ek 2.3.1 (s.283-284)","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","2026-08-18T20:30:00Z",,,"needs_review","small = APP-DERIVED from regular using portion policy portion-policy-v2 (category meat_cooked), rounded to 5 g steps. This is a product reference size, NOT a value published by TÜBER. | large = APP-DERIVED from regular using portion policy portion-policy-v2 (category meat_cooked), rounded to 5 g steps. This is a product reference size, NOT a value published by TÜBER. | Composition is TÜBER Ek 2.3.1 per-portion values for ""Tavuk göğüs eti, pişmiş"" (80 g) divided by the portion weight to reach per 100 g. TÜBER prints carbohydrate and fat as whole grams, so the per-100 g values inherit that precision limit."
,"Tavuk göğüs eti, pişmiş","Chicken breast, cooked","tavuk-gogsu-pismis",,"large","120.0",,"food-portions/tavuk-gogsu-pismis/tavuk-gogsu-pismis--large--120g.webp","Photorealistic overhead food reference photograph of Chicken breast, cooked, representing the LARGE controlled portion of 120 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Chicken breast, cooked are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 50 g / 80 g / 120 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Tavuk göğüs eti, pişmiş",,,,,,,"missing","Ek 2.1.3 ('1 orta boy baget veya 1 el ayası kadar et veya 80 g') and Ek 2.3.1 (80 g) agree on the portion weight. Cooking method (grilled/boiled) is unspecified by the source.","TÜBER 2022 Ek 2.1 — Standart porsiyon ölçüleri ve miktarları","Tavuk göğüs eti, pişmiş","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.1.1 (s.262), Ek 2.1.3 (s.264), Ek 2.1.5 (s.266); Ek 2.3.1 (s.283-284)","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","2026-08-18T20:30:00Z",,,"needs_review","small = APP-DERIVED from regular using portion policy portion-policy-v2 (category meat_cooked), rounded to 5 g steps. This is a product reference size, NOT a value published by TÜBER. | large = APP-DERIVED from regular using portion policy portion-policy-v2 (category meat_cooked), rounded to 5 g steps. This is a product reference size, NOT a value published by TÜBER. | Composition is TÜBER Ek 2.3.1 per-portion values for ""Tavuk göğüs eti, pişmiş"" (80 g) divided by the portion weight to reach per 100 g. TÜBER prints carbohydrate and fat as whole grams, so the per-100 g values inherit that precision limit."
,"Kuru fasulye, haşlanmış (yağsız)","Dry beans, boiled (no added fat)","kuru-fasulye-haslanmis",,"small","85.0",,"food-portions/kuru-fasulye-haslanmis/kuru-fasulye-haslanmis--small--85g.webp","Photorealistic overhead food reference photograph of Dry beans, boiled (no added fat), representing the SMALL controlled portion of 85 grams. Served on the exact same matte white bowl used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire bowl visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Dry beans, boiled (no added fat) are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white bowl and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The bowl diameter and depth are identical in all three renders; only the fill level changes. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 85 g / 130 g / 195 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Kuru fasulye. pişmiş",,,,,,,"missing","Do not expose the alias 'kuru fasulye' for this record without a UI note that it is the plain boiled form.","TÜBER 2022 Ek 2.1 — Standart porsiyon ölçüleri ve miktarları","Kuru fasulye. pişmiş","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.1.1 (s.262), Ek 2.1.3 (s.264), Ek 2.1.5 (s.266); Ek 2.3.1 (s.283-284)","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","2026-08-18T20:30:00Z",,,"needs_review","small = APP-DERIVED from regular using portion policy portion-policy-v2 (category legume_cooked), rounded to 5 g steps. This is a product reference size, NOT a value published by TÜBER. | large = APP-DERIVED from regular using portion policy portion-policy-v2 (category legume_cooked), rounded to 5 g steps. This is a product reference size, NOT a value published by TÜBER. | Composition is TÜBER Ek 2.3.1 per-portion values for ""Kuru fasulye. pişmiş"" (130 g) divided by the portion weight to reach per 100 g. TÜBER prints carbohydrate and fat as whole grams, so the per-100 g values inherit that precision limit."
,"Kuru fasulye, haşlanmış (yağsız)","Dry beans, boiled (no added fat)","kuru-fasulye-haslanmis",,"regular","130.0","¾ kupa veya 2 küçük kepçe4 veya 8-10 yemek kaşığı veya 130 g","food-portions/kuru-fasulye-haslanmis/kuru-fasulye-haslanmis--regular--130g.webp","Photorealistic overhead food reference photograph of Dry beans, boiled (no added fat), representing the REGULAR controlled portion of 130 grams. Served on the exact same matte white bowl used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire bowl visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Dry beans, boiled (no added fat) are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white bowl and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The bowl diameter and depth are identical in all three renders; only the fill level changes. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 85 g / 130 g / 195 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Kuru fasulye. pişmiş",,,,,,,"missing","Do not expose the alias 'kuru fasulye' for this record without a UI note that it is the plain boiled form.","TÜBER 2022 Ek 2.1 — Standart porsiyon ölçüleri ve miktarları","Kuru fasulye. pişmiş","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.1.1 (s.262), Ek 2.1.3 (s.264), Ek 2.1.5 (s.266); Ek 2.3.1 (s.283-284)","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","2026-08-18T20:30:00Z",,,"needs_review","small = APP-DERIVED from regular using portion policy portion-policy-v2 (category legume_cooked), rounded to 5 g steps. This is a product reference size, NOT a value published by TÜBER. | large = APP-DERIVED from regular using portion policy portion-policy-v2 (category legume_cooked), rounded to 5 g steps. This is a product reference size, NOT a value published by TÜBER. | Composition is TÜBER Ek 2.3.1 per-portion values for ""Kuru fasulye. pişmiş"" (130 g) divided by the portion weight to reach per 100 g. TÜBER prints carbohydrate and fat as whole grams, so the per-100 g values inherit that precision limit."
