food_id,canonical_name_tr,canonical_name_en,food_slug,portion_id,size_class,grams,household_measure,image_path,image_prompt,consistency_note,nutrition_source,nutrition_source_id,image_source,image_license,attribution,generation_model,generation_seed,generation_date,visual_status,reviewer_notes,source_name,source_record_id,source_url,source_release,source_page_or_table,nutrition_source_url,retrieved_at,reviewed_by,reviewed_at,verification_status,transformation_notes
,"Şeftali, J. Hale çeşidi",,"seftali-j-hale-cesidi",,"large","300.0",,"food-portions/seftali-j-hale-cesidi/seftali-j-hale-cesidi--large--300g.webp","Photorealistic overhead food reference photograph of Şeftali, J. Hale çeşidi, representing the LARGE controlled portion of 300 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Şeftali, J. Hale çeşidi are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 75 g / 150 g / 300 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","09.01.0045",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Şeftali","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-seftali-j-hale-cesidi-505","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Şeftali"" (150 g). | small = APP-DERIVED as 0.5x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | large = APP-DERIVED as 2.0x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | Composition is the published TürKomp per-100 g record 09.01.0045; no scaling applied."
,"Portakal suyu",,"portakal-suyu",,"small","80.0",,"food-portions/portakal-suyu/portakal-suyu--small--80g.webp","Photorealistic overhead food reference photograph of Portakal suyu, representing the SMALL controlled portion of 80 grams. Served on the exact same matte white glass used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire glass visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Portakal suyu are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white glass and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The glass diameter and depth are identical in all three renders; only the fill level changes. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 80 g / 130 g / 200 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","09.02.0038",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Portakal suyu (sıkılmış)","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-portakal-suyu-303","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Portakal suyu (sıkılmış)"" (125 g). | small = APP-DERIVED from regular using portion policy portion-policy-v2 (category beverage_dairy), rounded to 10 g steps. This is a product reference size, NOT a value published by TÜBER. | large = APP-DERIVED from regular using portion policy portion-policy-v2 (category beverage_dairy), rounded to 10 g steps. This is a product reference size, NOT a value published by TÜBER. | Composition is the published TürKomp per-100 g record 09.02.0038; no scaling applied."
,"Portakal suyu",,"portakal-suyu",,"regular","130.0",,"food-portions/portakal-suyu/portakal-suyu--regular--130g.webp","Photorealistic overhead food reference photograph of Portakal suyu, representing the REGULAR controlled portion of 130 grams. Served on the exact same matte white glass used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire glass visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Portakal suyu are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white glass and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The glass diameter and depth are identical in all three renders; only the fill level changes. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 80 g / 130 g / 200 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","09.02.0038",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Portakal suyu (sıkılmış)","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-portakal-suyu-303","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Portakal suyu (sıkılmış)"" (125 g). | small = APP-DERIVED from regular using portion policy portion-policy-v2 (category beverage_dairy), rounded to 10 g steps. This is a product reference size, NOT a value published by TÜBER. | large = APP-DERIVED from regular using portion policy portion-policy-v2 (category beverage_dairy), rounded to 10 g steps. This is a product reference size, NOT a value published by TÜBER. | Composition is the published TürKomp per-100 g record 09.02.0038; no scaling applied."
,"Portakal suyu",,"portakal-suyu",,"large","200.0",,"food-portions/portakal-suyu/portakal-suyu--large--200g.webp","Photorealistic overhead food reference photograph of Portakal suyu, representing the LARGE controlled portion of 200 grams. Served on the exact same matte white glass used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire glass visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Portakal suyu are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white glass and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The glass diameter and depth are identical in all three renders; only the fill level changes. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 80 g / 130 g / 200 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","09.02.0038",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Portakal suyu (sıkılmış)","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-portakal-suyu-303","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Portakal suyu (sıkılmış)"" (125 g). | small = APP-DERIVED from regular using portion policy portion-policy-v2 (category beverage_dairy), rounded to 10 g steps. This is a product reference size, NOT a value published by TÜBER. | large = APP-DERIVED from regular using portion policy portion-policy-v2 (category beverage_dairy), rounded to 10 g steps. This is a product reference size, NOT a value published by TÜBER. | Composition is the published TürKomp per-100 g record 09.02.0038; no scaling applied."
,"Kefir, Kars",,"kefir-kars",,"small","150.0",,"food-portions/kefir-kars/kefir-kars--small--150g.webp","Photorealistic overhead food reference photograph of Kefir, Kars, representing the SMALL controlled portion of 150 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Kefir, Kars are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 150 g / 240 g / 360 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","12.02.0019",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Kefir, tam yağlı","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-kefir-kars-621","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Kefir, tam yağlı"" (240 g). | small = APP-DERIVED from regular using portion policy portion-policy-v2 (category dairy_yogurt), rounded to 10 g steps. This is a product reference size, NOT a value published by TÜBER. | large = APP-DERIVED from regular using portion policy portion-policy-v2 (category dairy_yogurt), rounded to 10 g steps. This is a product reference size, NOT a value published by TÜBER. | Composition is the published TürKomp per-100 g record 12.02.0019; no scaling applied."
,"Kefir, Kars",,"kefir-kars",,"regular","240.0",,"food-portions/kefir-kars/kefir-kars--regular--240g.webp","Photorealistic overhead food reference photograph of Kefir, Kars, representing the REGULAR controlled portion of 240 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Kefir, Kars are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 150 g / 240 g / 360 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","12.02.0019",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Kefir, tam yağlı","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-kefir-kars-621","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Kefir, tam yağlı"" (240 g). | small = APP-DERIVED from regular using portion policy portion-policy-v2 (category dairy_yogurt), rounded to 10 g steps. This is a product reference size, NOT a value published by TÜBER. | large = APP-DERIVED from regular using portion policy portion-policy-v2 (category dairy_yogurt), rounded to 10 g steps. This is a product reference size, NOT a value published by TÜBER. | Composition is the published TürKomp per-100 g record 12.02.0019; no scaling applied."
,"Kefir, Kars",,"kefir-kars",,"large","360.0",,"food-portions/kefir-kars/kefir-kars--large--360g.webp","Photorealistic overhead food reference photograph of Kefir, Kars, representing the LARGE controlled portion of 360 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Kefir, Kars are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 150 g / 240 g / 360 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","12.02.0019",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Kefir, tam yağlı","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-kefir-kars-621","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Kefir, tam yağlı"" (240 g). | small = APP-DERIVED from regular using portion policy portion-policy-v2 (category dairy_yogurt), rounded to 10 g steps. This is a product reference size, NOT a value published by TÜBER. | large = APP-DERIVED from regular using portion policy portion-policy-v2 (category dairy_yogurt), rounded to 10 g steps. This is a product reference size, NOT a value published by TÜBER. | Composition is the published TürKomp per-100 g record 12.02.0019; no scaling applied."
,"Simit, İzmir",,"simit-izmir",,"small","25.0",,"food-portions/simit-izmir/simit-izmir--small--25g.webp","Photorealistic overhead food reference photograph of Simit, İzmir, representing the SMALL controlled portion of 25 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Simit, İzmir are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 25 g / 50 g / 100 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","12.02.0021",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Simit","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-simit-izmir-623","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Simit"" (50 g). | small = APP-DERIVED as 0.5x the published unit weight (portion policy portion-policy-v2, category bread). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | large = APP-DERIVED as 2.0x the published unit weight (portion policy portion-policy-v2, category bread). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | Composition is the published TürKomp per-100 g record 12.02.0021; no scaling applied."
,"Simit, İzmir",,"simit-izmir",,"regular","50.0",,"food-portions/simit-izmir/simit-izmir--regular--50g.webp","Photorealistic overhead food reference photograph of Simit, İzmir, representing the REGULAR controlled portion of 50 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Simit, İzmir are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 25 g / 50 g / 100 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","12.02.0021",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Simit","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-simit-izmir-623","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Simit"" (50 g). | small = APP-DERIVED as 0.5x the published unit weight (portion policy portion-policy-v2, category bread). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | large = APP-DERIVED as 2.0x the published unit weight (portion policy portion-policy-v2, category bread). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | Composition is the published TürKomp per-100 g record 12.02.0021; no scaling applied."
,"Simit, İzmir",,"simit-izmir",,"large","100.0",,"food-portions/simit-izmir/simit-izmir--large--100g.webp","Photorealistic overhead food reference photograph of Simit, İzmir, representing the LARGE controlled portion of 100 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Simit, İzmir are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 25 g / 50 g / 100 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","12.02.0021",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Simit","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-simit-izmir-623","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Simit"" (50 g). | small = APP-DERIVED as 0.5x the published unit weight (portion policy portion-policy-v2, category bread). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | large = APP-DERIVED as 2.0x the published unit weight (portion policy portion-policy-v2, category bread). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | Composition is the published TürKomp per-100 g record 12.02.0021; no scaling applied."
,"Kefir, Ankara",,"kefir-ankara",,"small","150.0",,"food-portions/kefir-ankara/kefir-ankara--small--150g.webp","Photorealistic overhead food reference photograph of Kefir, Ankara, representing the SMALL controlled portion of 150 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Kefir, Ankara are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 150 g / 240 g / 360 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","12.02.0048",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Kefir, tam yağlı","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-kefir-ankara-464","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Kefir, tam yağlı"" (240 g). | small = APP-DERIVED from regular using portion policy portion-policy-v2 (category dairy_yogurt), rounded to 10 g steps. This is a product reference size, NOT a value published by TÜBER. | large = APP-DERIVED from regular using portion policy portion-policy-v2 (category dairy_yogurt), rounded to 10 g steps. This is a product reference size, NOT a value published by TÜBER. | Composition is the published TürKomp per-100 g record 12.02.0048; no scaling applied."
,"Kefir, Ankara",,"kefir-ankara",,"regular","240.0",,"food-portions/kefir-ankara/kefir-ankara--regular--240g.webp","Photorealistic overhead food reference photograph of Kefir, Ankara, representing the REGULAR controlled portion of 240 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Kefir, Ankara are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 150 g / 240 g / 360 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","12.02.0048",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Kefir, tam yağlı","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-kefir-ankara-464","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Kefir, tam yağlı"" (240 g). | small = APP-DERIVED from regular using portion policy portion-policy-v2 (category dairy_yogurt), rounded to 10 g steps. This is a product reference size, NOT a value published by TÜBER. | large = APP-DERIVED from regular using portion policy portion-policy-v2 (category dairy_yogurt), rounded to 10 g steps. This is a product reference size, NOT a value published by TÜBER. | Composition is the published TürKomp per-100 g record 12.02.0048; no scaling applied."
